start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	16197855566.007544	16197655478.360575	0.0
0	0	1059216.898082742	885955.378623379	0.0
0	0	736556.8039034228	596033.4776747855	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
305	315	0.0	0.0	0.0
139	140	0.23051004468607872	0.23051004468607872	0.0
284	285	0.13762200923445045	0.13762200923445045	0.0
449	450	0.043176335015421397	0.043176335015421397	0.0
0	0	0.0	0.0	5.261085347330983e-08
0	0	0.0	0.0	1.1839382427859703e-07
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
