start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	7811460151.004438	7811477563.461434	0.0
134	143	34031.22297296471	0.0	0.0
0	0	48978.94816098963	15381.813915000419	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
123	124	0.3365992416496089	0.3365992416496089	0.0
315	316	0.8379087307996839	0.8379087307996839	0.0
449	450	0.14393809345510522	0.14393809345510522	0.0
0	0	0.0	0.0	1.2169117819824753e-16
0	0	0.0	0.0	1.3537628006597786e-16
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
