start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	7811913652.80258	7812001512.827319	0.0
134	143	44751.017989428045	97135.62902220934	0.0
282	291	103212.27586262257	26368.064750156453	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
123	124	0.12914460617560003	0.12914460617560003	0.0
296	297	0.4719693364440279	0.4719693364440279	0.0
449	450	0.6916529769818307	0.6916529769818307	0.0
0	0	0.0	0.0	0.07943782742756265
0	0	0.0	0.0	0.10231293736416415
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
