start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	3980614858.614377	3980531945.6083508	0.0
123	132	130294.5007522249	67876.19870610017	0.0
0	0	339280.451565301	234375.3005681307	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
292	302	0.0	0.0	0.0
156	157	0.2956145398836767	0.2956145398836767	0.0
303	304	0.7676293234338181	0.7676293234338181	0.0
449	450	0.6223482169400159	0.6223482169400159	0.0
0	0	0.0	0.0	2.2600768089376536e-21
0	0	0.0	0.0	2.2767723335151358e-21
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
