start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	26582016458.46971	26581996619.206646	0.0
133	142	1081703.3100454945	1192946.9559888435	0.0
281	290	213056.88523918684	85872.57031231486	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
292	302	0.0	0.0	0.0
157	158	0.3008569197934552	0.3008569197934552	0.0
303	304	0.9997073729253843	0.9997073729253843	0.0
449	450	0.966433468357341	0.966433468357341	0.0
0	0	0.0	0.0	8.220102497019665e-22
0	0	0.0	0.0	1.048770243881569e-21
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
