start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	668994113.291452	668922697.2882382	0.0
0	0	7431281.983017623	7444939.098198608	0.0
0	0	479015.64630404836	550988.0415970304	0.0
11	21	0.0	0.0	0.0
122	132	0.0	0.0	0.0
281	291	0.0	0.0	0.0
137	138	0.6280676488992425	0.6280676488992425	0.0
311	312	0.9211523552610961	0.9211523552610961	0.0
449	450	0.08253063917387793	0.08253063917387793	0.0
0	0	0.0	0.0	0.6250378746726751
0	0	0.0	0.0	0.1675380007238535
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
