start	stop	current_strength	previous_strength	value
26	121	0.0	0.0	0.0
159	280	0.0	0.0	0.0
319	449	0.0	0.0	0.0
1	10	15449884052.345594	15449785708.46553	0.0
134	143	59410.92496101368	62717.61642203847	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
0	0	0.0	0.0	0.0
287	288	0.9054379590906773	0.9054379590906773	0.0
449	450	0.9564169922120714	0.9564169922120714	0.0
0	0	0.0	0.0	0.13561814663462549
0	0	0.0	0.0	0.00020283369467705644
11	25	0.0	0.0	0.0
122	132	0.0	0.0	0.0
133	143	0.0	0.0	0.0
144	159	0.0	0.0	0.0
281	291	0.0	0.0	0.0
292	302	0.0	0.0	0.0
303	318	0.0	0.0	0.0
